Company,Product,Cpu,Ram,Gpu,OpSys,Inches,Price,Cpu_brand,Gpu_brand,HDD,SSD,LogPrice
Acer,Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,65999,Octa Core,4GB,0,512,11.09739487
Acer,Aspire Lite AL15-51 2023 Laptop,"Hexa Core, 12 Threads",8,AMD Graphics,Windows 11 OS,15.6,35990,"Hexa Core,",AMD,0,512,10.4909964
Asus,Vivobook 15 X1504ZA-NJ321WS Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Integrated Intel UHD Graphics,Windows 11 OS,15.6,37980,Hexa Core,Integrated,0,512,10.54481498
MSI,Modern 15 B11M-061IN Laptop,"Quad Core, 8 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,40789,"Quad Core,",Intel,0,512,10.61616772
Dell,Alienware M18 R1 2023 Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",64,16GB NVIDIA GeForce RTX 4090,Windows 11 OS,18,450039,24 Cores,16GB,0,1000,13.01708952
Asus,Vivobook 14X K3405ZFB-KM752WS Laptop,"10 Cores (6P + 4E), 16 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,14,89990,10 Cores,4GB,0,1000,11.40745383
Acer,Aspire 5 15 A515-58M Gaming Laptop,"10 Cores (2P + 8E), 12 Threads",16,4GB NVIDIA GeForce RTX2050,Windows 11 OS,15.6,56990,10 Cores,4GB,0,512,10.95063109
Walker,NU14A1 Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD Graphics,Windows 11 OS,14.1,16990,"Dual Core,",Intel,0,128,9.740380215
Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,14,54990,12 Cores,Intel,0,512,10.91490663
Dell,Inspiron 14 5430 2023 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,67000,10 Cores,Intel,0,1000,11.1124479
Lenovo,ThinkBook 15 21JF002CIN Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,DOS OS,15.6,34499,"Quad Core,",AMD,0,512,10.44868562
HP,Pavilion Plus ‎14-eh1047TU Laptop,"14 Cores (6P + 8E), 20 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,107763,14 Cores,Intel,0,512,11.58768965
Dell,Inspiron 7430 2 in 1 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,14,61490,Hexa Core,Intel,0,1000,11.02662984
HP,Pavilion Plus 14-eh1022TU Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,80490,12 Cores,Intel,0,512,11.29588823
Lenovo,Ideapad Gaming 3 82SB00NXIN Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,57990,"Hexa Core,",4GB,0,512,10.96802586
MSI,Modern 14 C11M-029IN Laptop,"Quad Core, 8 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,39990,"Quad Core,",Intel,0,512,10.5963847
Lenovo,Ideapad Flex 5i 14IAU7 82R70067IN Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,Windows 11 OS,14,53990,Hexa Core,Intel,0,512,10.89655412
Dell,Inspiron 3535 Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,44500,"Quad Core,",AMD,0,512,10.70324447
HP,14-hr0000AU Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,14,48999,"Quad Core,",AMD,0,512,10.79955517
HP,Envy 15-fe0032TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris X Graphics,Windows 11 OS,15.6,116990,10 Cores,Intel,0,1000,11.66984374
Acer,Aspire 3 NX.KDESI.008 Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,30990,"Quad Core,",AMD,0,512,10.34141985
Lenovo,IdeaPad Slim 3 82XQ008EIN Laptop,"Quad Core, 8 Threads",8,AMD Radeon 610M Graphics,Windows 11 OS,15.6,33790,"Quad Core,",AMD,0,512,10.42792018
MSI,Thin GF63 11UCX-1476IN Gaming Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 2050 ,Windows 11 OS,15.6,51990,"Hexa Core,",4GB,0,512,10.85880667
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,"10 Cores (2P + 8E), 12 Threads",8,Integrated Intel Iris Xe Graphics,Windows 11 OS,15.6,45990,10 Cores,Integrated,0,512,10.73617926
MSI,Thin GF63 11UC-1475IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 3050 ,Windows 11 OS,15.6,51990,"Hexa Core,",4GB,0,512,10.85880667
Lenovo,V15 G3 IAP 82TTA00UIH Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,DOS OS,15.6,34099,Hexa Core,Intel,0,512,10.43702334
HP,Pavilion 15-EH3101AU Laptop,"Octa Core, 16 Threads",16,AMD Radeon Vega 8 Graphics,Windows 11 OS,15.6,65600,"Octa Core,",AMD,0,512,11.09133097
Lenovo,V15 G4 82YU00W6IN Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,DOS OS,15.6,27990,"Quad Core,",AMD,0,512,10.23960258
Lenovo,V14 G3 IAP Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,14,46990,10 Cores,Intel,0,512,10.75769009
Dell,‎G16-7630 2023 Gaming Laptop,14 Cores (6P + 8E),16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,161590,14 Cores,8GB,0,1000,11.99281754
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,98990,10 Cores,Intel,0,512,11.50277411
Lenovo,Legion 5 Pro 2023 Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",32,16GB NVIDIA GeForce RTX 4090,Windows 11 OS,16,172990,14 Cores,16GB,0,1000,12.06098907
Acer,One 14 Z8-415UN.599SI.009 Laptop,"Dual Core, 4 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,25990,"Dual Core,",Intel,0,256,10.16546713
HP,Victus 15-fb0136AX Gaming Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,61990,"Hexa Core,",4GB,0,512,11.03472836
Asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,14,76990,"Octa Core,",AMD,0,1000,11.25143082
Dell,G15-5530 Gaming Laptop,14 Cores (6P + 8E),16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,126790,14 Cores,6GB,0,512,11.75028745
Asus,ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,13.4,209990,14 Cores,8GB,0,1000,12.25481519
Asus,ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",16,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,16,209990,24 Cores,8GB,0,1000,12.25481519
Asus,ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,14 Cores (6P + 8E),16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16,142990,14 Cores,6GB,0,1000,11.87052998
Asus,Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,156990,14 Cores,6GB,0,1000,11.96393739
Asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,"12 Cores (4P + 8E), 16 Threads",16,4GB NVIDIA Geforce RTX 3050,Windows 11 OS,14,93980,12 Cores,4GB,0,512,11.45083727
Asus,TUF Gaming F17 FX706HF-HX018W Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,17.3,53990,"Hexa Core,",4GB,0,512,10.89655412
HP,15s-fy5002TU Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated Integrated,Windows 11 OS,15.6,51990,10 Cores,Intel,0,512,10.85880667
Asus,VivoBook 15 X515EA-EJ342WS Laptop,"Dual Core, 4 Threads",16,Intel UHD Graphics,Windows 11 OS,15.6,35990,"Dual Core,",Intel,0,512,10.4909964
HP,15s-fy5003TU Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,37990,Hexa Core,Intel,0,512,10.54507825
HP,15-fc0030AU Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,15.6,46490,"Quad Core,",AMD,0,512,10.74699251
HP,15-eg3036TU Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Integrated Integrated,Windows 11 OS,15.6,90490,12 Cores,Intel,0,1000,11.41299463
HP,Victus 15-fb0122AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,55990,"Hexa Core,",4GB,0,512,10.93292838
Asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16,159990,14 Cores,6GB,0,1000,11.98286659
HP,15-fd0011TU Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated Integrated,Windows 11 OS,15.6,57990,10 Cores,Intel,0,512,10.96802586
Acer,Predator Helios Neo 16 NH.QLTSI.002 Laptop,"16 Cores (8P + 8E), 24 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16,104990,16 Cores,6GB,0,512,11.56162039
Acer,Predator Helios Neo 16 NH.QLTSI.001 Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16,99990,14 Cores,6GB,0,512,11.51282546
MSI,Cyborg 15 A12UCX-264IN Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB Nvidia GeForce RTX 2050,Windows 11 OS,15.6,80500,Octa Core,4GB,0,512,11.29601246
Dell,Vostro 3425 Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,14,37990,"Hexa Core,",AMD,0,512,10.54507825
HP,15-fc0026AU Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,34250,"Quad Core,",AMD,0,512,10.44144184
HP,Victus 15-fa1066TX Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,109990,14 Cores,6GB,0,512,11.60814473
HP,15s-fq2738TU Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD Graphics,Windows 11 OS,15.6,33990,"Dual Core,",Intel,0,512,10.43382164
Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,13.3,79990,10 Cores,Intel,0,512,11.28965691
Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,"12 Cores (4P + 8E), 16 Threads",16,Integrated Intel iris Xe Graphics,Windows 11 OS,15.6,64990,12 Cores,Integrated,0,512,11.08198869
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,"14 Cores (6P + 8E), 20 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,109990,14 Cores,Intel,0,1000,11.60814473
MSI,Bravo 15 B5ED-035IN Gaming Laptop,"Octa Core, 16 Threads",16,4GB AMD Radeon RX6500M,Windows 11 OS,15.6,62990,"Octa Core,",4GB,0,512,11.05073126
Huawei,MateBook D14 2023 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,58999,12 Cores,Intel,0,512,10.98527577
MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",64,12GB NVIDIA GeForce RTX 4080,Windows 11 OS,17.3,420000,24 Cores,12GB,0,2000,12.94800999
Lenovo,E41-55 Laptop,"Dual Core, 2 Threads",8,AMD Radeon Graphics,Windows 11 OS,14,23990,"Dual Core,",AMD,0,256,10.08539236
HP,15-fc0028AU Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,42999,"Quad Core,",AMD,0,512,10.66893214
HP,15s-eq2223AU Laptop,"Hexa Core, 12 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,38861,"Hexa Core,",AMD,0,512,10.56774646
Lenovo,V15 G3 82TTA00VIH Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,33590,Hexa Core,Intel,0,512,10.42198368
HP,Chromebook 15a-na0012TU Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD Graphics,Chrome OS,15.6,15990,"Dual Core,",Intel,0,0,9.679718806
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,33980,"Quad Core,",AMD,0,512,10.4335274
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,78400,"Hexa Core,",4GB,0,512,11.26957921
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,79990,"Octa Core,",4GB,0,512,11.28965691
Acer,Aspire 5 UN.K3JSI.004 Laptop,"10 Cores (2P + 8E), 12 Threads",12,Intel Iris Xe Graphic,Windows 11 OS,15.6,47990,10 Cores,Intel,0,512,10.77874793
Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,74990,"Hexa Core,",4GB,0,512,11.22511005
MSI,Modern 15 B13M-291IN Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,15.6,45889,10 Cores,Intel,0,512,10.73398072
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,14,90990,"Octa Core,",AMD,0,512,11.41850489
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,50990,"Quad Core,",AMD,0,512,10.83938481
Samsung,Galaxy Book 3 NP750XFG-KA2IN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,74990,10 Cores,Intel,0,512,11.22511005
Infinix,INBook Y1 Plus XL28 Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,25990,"Dual Core,",Intel,0,512,10.16546713
Samsung,Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,133990,10 Cores,Intel,0,1000,11.80552045
Samsung,Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,16,165990,12 Cores,Intel,0,1000,12.01968282
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,16,163990,12 Cores,Intel,0,512,12.00756073
Samsung,Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,109990,10 Cores,Intel,0,512,11.60814473
Samsung,Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,139990,12 Cores,Intel,0,512,11.84932627
Samsung,Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,109990,10 Cores,Intel,0,512,11.60814473
Samsung,Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,16,149990,12 Cores,Intel,0,512,11.9183239
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,16,179990,12 Cores,Intel,0,1000,12.10065657
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,16,155990,12 Cores,Intel,0,512,11.95754718
Samsung,Galaxy Book 3 Ultra Laptop,"14 Cores (6P + 8E), 20 Threads",32,NVIDIA GeForce RTX 4070,Windows 11 OS,16,229900,14 Cores,NVIDIA,0,512,12.34539971
Lenovo,V15 ‎82C70005UK Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,35990,"Hexa Core,",AMD,0,512,10.4909964
HP,15s-fq2717TU Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,37990,"Dual Core,",Intel,0,512,10.54507825
HP,14s-dq2649TU Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,14,34999,"Dual Core,",Intel,0,512,10.46307477
Apple,MacBook Pro 14 inch Laptop,12 Cores,32,30-core GPU,Mac OS,14.2,290990,12 Cores,30-core,0,1000,12.58104418
Apple,MacBook Pro 14 inch Laptop,12 Cores,16,19-core GPU,Mac OS,14.2,234990,12 Cores,19-core,0,1000,12.36729824
HP,Pavilion Plus 14-eh0037TU Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,82799,12 Cores,Intel,0,512,11.32417126
Dell,Vostro 3425 D552308WIN9B Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,31790,"Quad Core,",AMD,0,256,10.36690705
Lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,"Octa Core, 16 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,60990,"Octa Core,",4GB,0,512,11.0184652
MSI,Thin GF63 12VF-268IN Laptop,"Octa Core (4P + 4E), 12 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,15.6,86990,Octa Core,8GB,0,0,11.37354845
Dell,Vostro 3420 Laptop,"Quad Core, 8 Threads",16,Intel Graphics,Windows 11 OS,14,52990,"Quad Core,",Intel,0,512,10.8778585
Dell,Vostro 3425 Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,14,38990,"Hexa Core,",AMD,0,512,10.57106048
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,15.6,52558,"Quad Core,",AMD,0,512,10.8696726
Asus,VivoBook 14 X1400EA-EK322WS Notebook,"Dual Core, 4 Threads",8,Intel Integrated Intel UHD,Windows 11 OS,14,31990,"Dual Core,",Intel,0,512,10.37317863
HP,15-fc0026AU Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,34499,"Quad Core,",AMD,0,512,10.44868562
Asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,94490,12 Cores,Intel,0,512,11.45624929
HP,15s-fq2738TU Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD Graphics,Windows 11 OS,15.6,33800,"Dual Core,",Intel,0,512,10.42821608
Samsung,Galaxy Book 3  NP750XFG-KB2IN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,74390,10 Cores,Intel,0,512,11.2170768
Asus,Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,"12 Cores (4P + 8E), 16 Threads",16, Intel Iris Xe Graphics,Windows 11 OS,14,104490,12 Cores,Intel,0,512,11.55684665
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,"14 Cores (6P + 8E), 20 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,105739,14 Cores,Intel,0,1000,11.56872907
Lenovo,Thinkpad E15 21E6S05A00 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,45500,Hexa Core,Intel,0,512,10.7254676
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,15.6,50760,"Quad Core,",AMD,0,512,10.83486392
Asus,Vivobook Go 14 2023 E1404FA-NK542WS Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,14,49990,"Quad Core,",AMD,0,512,10.81957826
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,33199,"Quad Core,",AMD,0,512,10.41027503
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,70990,"Octa Core,",4GB,0,512,11.1702943
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,64990,"Hexa Core,",4GB,0,512,11.08198869
Asus,Vivobook 16 2023 M1605YA-MB541WS Laptop,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,16,59990,"Hexa Core,",AMD,0,512,11.00193316
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,14,88990,"Octa Core,",AMD,0,512,11.39627928
Asus,Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,44990,"Quad Core,",AMD,0,512,10.71419552
HP,Pavilion Aero 13-be2047AU Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,13.3,77990,"Octa Core,",AMD,0,1000,11.26433589
Asus,Vivobook 16 2023 M1605YA-MB741WS Laptop,"Octa Core, 16 Threads",16,AMD Radeon AMD,Windows 11 OS,16,70990,"Octa Core,",AMD,0,512,11.1702943
Lenovo,IdeaPad  82K2022TIN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,55990,"Hexa Core,",4GB,0,512,10.93292838
Tecno,Megabook T1 Laptop,"Quad Core, 8 Threads",16,Intel UHD Graphics,Windows 11 OS,15.6,43999,"Quad Core,",Intel,0,512,10.69192219
Acer,Aspire 3 A315-24P NX.KDESI.004 Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphiics,Windows 11 OS,15.6,37990,"Quad Core,",AMD,0,512,10.54507825
HP,Victus 15-fb0106AX Gaming Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,64990,"Hexa Core,",4GB,0,512,11.08198869
Lenovo,IdeaPad Slim 1 82VG009MIN Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,32990,"Quad Core,",AMD,0,512,10.40395976
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,16,179490,12 Cores,Intel,0,1000,12.09787478
Infinix,Zero Book Series ZL12 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Integrated Iris Xe,Windows OS,15.6,56990,12 Cores,Intel,0,512,10.95063109
HP,Victus 16-d0310TX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,16.1,56990,"Hexa Core,",4GB,0,512,10.95063109
Asus,VivoBook 15 X1500EA-EJ3381WS Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,34990,"Dual Core,",Intel,0,512,10.46281759
HP,Pavilion Plus 14-eh0037TU Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,83249,12 Cores,Intel,0,512,11.3295914
Dell,Vostro 3420 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel UHD Graphics,Windows 11 OS,14,57990,10 Cores,Intel,0,512,10.96802586
HP,Envy x360 13-bf0121TU  Laptop,"10 Cores, 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,13.4,85490,"10 Cores,",Intel,0,512,11.35615469
Dell,Vostro 3520 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,15.6,55890,10 Cores,Intel,0,512,10.93114075
Asus,Vivobook 15 X1502ZA-EJ381WS Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,40689,10 Cores,Intel,0,512,10.61371306
Acer,Aspire 5 A515-57 2022 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphic,Windows 11 OS,15.6,48990,10 Cores,Intel,0,512,10.79937147
HP,Pavilion 14-dv2014TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated UHD Graphics,Windows 11 OS,14,66648,10 Cores,Intel,0,512,11.10718032
Acer,Aspire 5 A515-57 NX.K2VSI.002 Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,36990,Hexa Core,Intel,0,512,10.51840288
Gigabyte,G5 KE RC55KE Laptop,"12 Cores (4P + 8E), 16 Threads",16,6GB NVIDIA GeForce RTX 3060,Windows 11 OS,15.6,74990,12 Cores,6GB,0,512,11.22511005
Lenovo,Legion 5 Pro 82RF00E1IN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 3070Ti,Windows 11 OS,16,144990,14 Cores,8GB,0,1000,11.88442005
Dell,Latitude 7420 Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 10 OS,14,118499,"Quad Core,",Intel,0,512,11.6826598
Lenovo,V15 82KDA00XIH Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,35490,"Hexa Core,",AMD,0,512,10.47700625
Lenovo,IdeaPad Flex 5 82R90068IN Laptop,"Octa Core, 16 Threads",16,AMD Radeon,Windows 11 OS,14,62889,"Octa Core,",AMD,0,512,11.04912655
Lenovo,IdeaPad Gaming 3 82K201YAIN Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,63999,"Hexa Core,",4GB,0,512,11.06662274
Honor,MagicBook 14 WDQ9BHNE Laptop,"Hexa Core, 12 Threads",8,AMD Radeon,Windows 11 OS,14,41990,"Hexa Core,",AMD,0,512,10.64518677
